source,target,relation,source_label,target_label
prof::Appius Antonius Lepidus,ent::corporate_org::Elcano Royal Institute,worked_at,Appius Antonius Lepidus,Elcano Royal Institute
prof::Appius Antonius Lepidus,ent::corporate_org::Management Solutions,worked_at,Appius Antonius Lepidus,Management Solutions
prof::Appius Antonius Lepidus,ent::corporate_org::United Nations,worked_at,Appius Antonius Lepidus,United Nations
prof::Appius Antonius Lepidus,ent::academic_org::Ad,studied_at,Appius Antonius Lepidus,Ad
prof::Appius Antonius Lepidus,ent::academic_org::Columbia University,studied_at,Appius Antonius Lepidus,Columbia University
prof::Appius Antonius Lepidus,ent::academic_org::Diplomatic School Of Spain,studied_at,Appius Antonius Lepidus,Diplomatic School Of Spain
prof::Appius Antonius Lepidus,ent::academic_org::G,studied_at,Appius Antonius Lepidus,G
prof::Appius Antonius Lepidus,ent::academic_org::Georgetown,studied_at,Appius Antonius Lepidus,Georgetown
prof::Appius Antonius Lepidus,ent::academic_org::Georgetown University,studied_at,Appius Antonius Lepidus,Georgetown University
prof::Appius Antonius Lepidus,ent::academic_org::Industries,studied_at,Appius Antonius Lepidus,Industries
prof::Appius Antonius Lepidus,ent::academic_org::Pompeu Fabra University,studied_at,Appius Antonius Lepidus,Pompeu Fabra University
prof::Appius Antonius Lepidus,ent::academic_org::Universidad Pontificia De Comillas,studied_at,Appius Antonius Lepidus,Universidad Pontificia De Comillas
ent::academic_org::Universidad Pontificia De Comillas,prof::Appius Domitius Flaccus,studied_at,Universidad Pontificia De Comillas,Appius Domitius Flaccus
prof::Appius Antonius Naso,ent::location::Poland,located_in,Appius Antonius Naso,Poland
prof::Appius Antonius Naso,ent::location::Wroclaw,located_in,Appius Antonius Naso,Wroclaw
prof::Appius Antonius Naso,ent::academic_org::And Applied Mathematics,studied_at,Appius Antonius Naso,And Applied Mathematics
prof::Appius Antonius Naso,ent::academic_org::Universidad Autónoma De Madrid,studied_at,Appius Antonius Naso,Universidad Autónoma De Madrid
prof::Appius Antonius Naso,ent::academic_org::University Of Wrocław,studied_at,Appius Antonius Naso,University Of Wrocław
ent::location::Poland,prof::Antonia Drusa,located_in,Poland,Antonia Drusa
ent::academic_org::Universidad Autónoma De Madrid,prof::Appius Flavius Caesar,studied_at,Universidad Autónoma De Madrid,Appius Flavius Caesar
ent::academic_org::Universidad Autónoma De Madrid,prof::Appius Flavius Flaccus,studied_at,Universidad Autónoma De Madrid,Appius Flavius Flaccus
ent::academic_org::Universidad Autónoma De Madrid,prof::Appius Horatius Severus,studied_at,Universidad Autónoma De Madrid,Appius Horatius Severus
ent::academic_org::Universidad Autónoma De Madrid,prof::Appius Horatius Sulla,studied_at,Universidad Autónoma De Madrid,Appius Horatius Sulla
prof::Appius Calpurnius Paullus,ent::location::##Amanca,located_in,Appius Calpurnius Paullus,##Amanca
prof::Appius Calpurnius Paullus,ent::location::##Golstadt,located_in,Appius Calpurnius Paullus,##Golstadt
prof::Appius Calpurnius Paullus,ent::location::##Unya,located_in,Appius Calpurnius Paullus,##Unya
prof::Appius Calpurnius Paullus,ent::location::##Ya,located_in,Appius Calpurnius Paullus,##Ya
prof::Appius Calpurnius Paullus,ent::location::Germany,located_in,Appius Calpurnius Paullus,Germany
prof::Appius Calpurnius Paullus,ent::location::In,located_in,Appius Calpurnius Paullus,In
prof::Appius Calpurnius Paullus,ent::location::Italy,located_in,Appius Calpurnius Paullus,Italy
prof::Appius Calpurnius Paullus,ent::corporate_org::##Bank,worked_at,Appius Calpurnius Paullus,##Bank
prof::Appius Calpurnius Paullus,ent::corporate_org::Eu Focus Group,worked_at,Appius Calpurnius Paullus,Eu Focus Group
prof::Appius Calpurnius Paullus,ent::corporate_org::European Parliament,worked_at,Appius Calpurnius Paullus,European Parliament
prof::Appius Calpurnius Paullus,ent::academic_org::##Amingham State University,studied_at,Appius Calpurnius Paullus,##Amingham State University
prof::Appius Calpurnius Paullus,ent::academic_org::##Iversitat Oberta De Catal,studied_at,Appius Calpurnius Paullus,##Iversitat Oberta De Catal
prof::Appius Calpurnius Paullus,ent::academic_org::##Iversità Degli Studi Di Siena,studied_at,Appius Calpurnius Paullus,##Iversità Degli Studi Di Siena
prof::Appius Calpurnius Paullus,ent::academic_org::##Ter Universitario De Abogacía,studied_at,Appius Calpurnius Paullus,##Ter Universitario De Abogacía
prof::Appius Calpurnius Paullus,ent::academic_org::Alma Mater Studiorum,studied_at,Appius Calpurnius Paullus,Alma Mater Studiorum
prof::Appius Calpurnius Paullus,ent::academic_org::Boston College,studied_at,Appius Calpurnius Paullus,Boston College
prof::Appius Calpurnius Paullus,ent::academic_org::European University Institute,studied_at,Appius Calpurnius Paullus,European University Institute
prof::Appius Calpurnius Paullus,ent::academic_org::Fi,studied_at,Appius Calpurnius Paullus,Fi
prof::Appius Calpurnius Paullus,ent::academic_org::Fr,studied_at,Appius Calpurnius Paullus,Fr
prof::Appius Calpurnius Paullus,ent::academic_org::Katholische Universität Eichstätt,studied_at,Appius Calpurnius Paullus,Katholische Universität Eichstätt
prof::Appius Calpurnius Paullus,ent::academic_org::Un,studied_at,Appius Calpurnius Paullus,Un
prof::Appius Calpurnius Paullus,ent::academic_org::Universidad Católica De Ávila,studied_at,Appius Calpurnius Paullus,Universidad Católica De Ávila
prof::Appius Calpurnius Paullus,ent::academic_org::Universidad De Las Hespérides,studied_at,Appius Calpurnius Paullus,Universidad De Las Hespérides
prof::Appius Calpurnius Paullus,ent::academic_org::Universidad Pontificia De Sal,studied_at,Appius Calpurnius Paullus,Universidad Pontificia De Sal
prof::Appius Calpurnius Paullus,ent::academic_org::Università Di Bologna,studied_at,Appius Calpurnius Paullus,Università Di Bologna
prof::Appius Calpurnius Paullus,ent::academic_org::Université Libre De Bruxelles,studied_at,Appius Calpurnius Paullus,Université Libre De Bruxelles
prof::Appius Calpurnius Paullus,ent::course::Comparative,teaches_course,Appius Calpurnius Paullus,Comparative
prof::Appius Calpurnius Paullus,ent::location::##Aixa,worked_in,Appius Calpurnius Paullus,##Aixa
prof::Appius Calpurnius Paullus,ent::location::C,worked_in,Appius Calpurnius Paullus,C
ent::location::Germany,prof::Antonia Severa,located_in,Germany,Antonia Severa
ent::location::Germany,prof::Appius Flavius Flaccus,located_in,Germany,Appius Flavius Flaccus
ent::location::Italy,prof::Claudia Drusa,located_in,Italy,Claudia Drusa
ent::location::Italy,prof::Appius Domitius Brutus,located_in,Italy,Appius Domitius Brutus
ent::location::Italy,prof::Appius Julius Paullus,located_in,Italy,Appius Julius Paullus
ent::academic_org::Un,prof::Appius Domitius Brutus,studied_at,Un,Appius Domitius Brutus
ent::academic_org::Un,prof::Appius Julius Paullus,studied_at,Un,Appius Julius Paullus
prof::Appius Calpurnius Severus,ent::corporate_org::Boeing Europe,worked_at,Appius Calpurnius Severus,Boeing Europe
prof::Appius Calpurnius Severus,ent::corporate_org::Capgemini,worked_at,Appius Calpurnius Severus,Capgemini
prof::Appius Calpurnius Severus,ent::corporate_org::Pc Componentes,worked_at,Appius Calpurnius Severus,Pc Componentes
prof::Appius Calpurnius Severus,ent::academic_org::Advanced,studied_at,Appius Calpurnius Severus,Advanced
prof::Appius Calpurnius Severus,ent::academic_org::Analytics,studied_at,Appius Calpurnius Severus,Analytics
prof::Appius Calpurnius Severus,ent::academic_org::Technical University Of Cartagena,studied_at,Appius Calpurnius Severus,Technical University Of Cartagena
prof::Appius Calpurnius Severus,ent::location::Indra,worked_in,Appius Calpurnius Severus,Indra
prof::Appius Calpurnius Severus,ent::location::Minsait By,worked_in,Appius Calpurnius Severus,Minsait By
ent::corporate_org::Capgemini,prof::Appius Horatius Sulla,worked_at,Capgemini,Appius Horatius Sulla
prof::Appius Claudius Caesar,ent::location::India,located_in,Appius Claudius Caesar,India
prof::Appius Claudius Caesar,ent::location::London,located_in,Appius Claudius Caesar,London
prof::Appius Claudius Caesar,ent::location::Uk,located_in,Appius Claudius Caesar,Uk
prof::Appius Claudius Caesar,ent::corporate_org::Brunswick Arts,worked_at,Appius Claudius Caesar,Brunswick Arts
prof::Appius Claudius Caesar,ent::corporate_org::Msl London,worked_at,Appius Claudius Caesar,Msl London
prof::Appius Claudius Caesar,ent::corporate_org::Public Relations,worked_at,Appius Claudius Caesar,Public Relations
prof::Appius Claudius Caesar,ent::corporate_org::Sad,worked_at,Appius Claudius Caesar,Sad
prof::Appius Claudius Caesar,ent::corporate_org::’ S,worked_at,Appius Claudius Caesar,’ S
prof::Appius Claudius Caesar,ent::academic_org::Ie School Of Architecture And Design,studied_at,Appius Claudius Caesar,Ie School Of Architecture And Design
prof::Appius Claudius Caesar,ent::academic_org::University Of Oxford,studied_at,Appius Claudius Caesar,University Of Oxford
prof::Appius Claudius Caesar,ent::location::##Ler,worked_in,Appius Claudius Caesar,##Ler
prof::Appius Claudius Caesar,ent::location::Wells,worked_in,Appius Claudius Caesar,Wells
ent::location::India,prof::Appius Domitius Brutus,located_in,India,Appius Domitius Brutus
ent::location::India,prof::Appius Fabius Drusus,located_in,India,Appius Fabius Drusus
ent::location::London,prof::Flavia Nasa,located_in,London,Flavia Nasa
ent::location::London,prof::Appius Licinius Drusus,located_in,London,Appius Licinius Drusus
ent::location::Uk,prof::Appius Cornelius Cicero,located_in,Uk,Appius Cornelius Cicero
ent::location::Uk,prof::Antonia Severa,located_in,Uk,Antonia Severa
ent::location::Uk,prof::Appius Horatius Drusus,worked_in,Uk,Appius Horatius Drusus
ent::location::Uk,prof::Appius Licinius Drusus,worked_in,Uk,Appius Licinius Drusus
ent::academic_org::Ie School Of Architecture And Design,prof::Appius Horatius Ahenobarbus,studied_at,Ie School Of Architecture And Design,Appius Horatius Ahenobarbus
ent::academic_org::Ie School Of Architecture And Design,prof::Appius Licinius Brutus,studied_at,Ie School Of Architecture And Design,Appius Licinius Brutus
ent::academic_org::Ie School Of Architecture And Design,prof::Appius Horatius Sulla,studied_at,Ie School Of Architecture And Design,Appius Horatius Sulla
ent::academic_org::University Of Oxford,prof::Flavia Nasa,studied_at,University Of Oxford,Flavia Nasa
prof::Appius Claudius Scipio,ent::location::##Bao,located_in,Appius Claudius Scipio,##Bao
prof::Appius Claudius Scipio,ent::location::##Il,located_in,Appius Claudius Scipio,##Il
prof::Appius Claudius Scipio,ent::academic_org::Cemfi,studied_at,Appius Claudius Scipio,Cemfi
prof::Appius Claudius Scipio,ent::academic_org::Centro Estudios Monetarios y Financieros,studied_at,Appius Claudius Scipio,Centro Estudios Monetarios y Financieros
prof::Appius Claudius Scipio,ent::academic_org::Climate Action,studied_at,Appius Claudius Scipio,Climate Action
prof::Appius Claudius Scipio,ent::academic_org::Economic Environment,studied_at,Appius Claudius Scipio,Economic Environment
prof::Appius Claudius Scipio,ent::academic_org::Economics And Finance,studied_at,Appius Claudius Scipio,Economics And Finance
prof::Appius Claudius Scipio,ent::academic_org::Fundación Novia Salcedo,studied_at,Appius Claudius Scipio,Fundación Novia Salcedo
prof::Appius Claudius Scipio,ent::academic_org::Universidad L País Vasco,studied_at,Appius Claudius Scipio,Universidad L País Vasco
ent::location::##Bao,prof::Claudia Drusa,located_in,##Bao,Claudia Drusa
ent::location::##Bao,prof::Appius Licinius Scipio,located_in,##Bao,Appius Licinius Scipio
ent::location::##Il,prof::Claudia Drusa,located_in,##Il,Claudia Drusa
ent::academic_org::Cemfi,prof::Appius Licinius Paullus,studied_at,Cemfi,Appius Licinius Paullus
prof::Claudia Drusa,ent::location::##Var,located_in,Claudia Drusa,##Var
prof::Claudia Drusa,ent::location::##Varra,located_in,Claudia Drusa,##Varra
prof::Claudia Drusa,ent::location::Finland,located_in,Claudia Drusa,Finland
prof::Claudia Drusa,ent::location::Helsinki,located_in,Claudia Drusa,Helsinki
prof::Claudia Drusa,ent::location::Indonesia,located_in,Claudia Drusa,Indonesia
prof::Claudia Drusa,ent::location::Navarra,located_in,Claudia Drusa,Navarra
prof::Claudia Drusa,ent::location::Portugal,located_in,Claudia Drusa,Portugal
prof::Claudia Drusa,ent::location::San Sebastian,located_in,Claudia Drusa,San Sebastian
prof::Claudia Drusa,ent::corporate_org::##N,worked_at,Claudia Drusa,##N
prof::Claudia Drusa,ent::corporate_org::##Sta,worked_at,Claudia Drusa,##Sta
prof::Claudia Drusa,ent::corporate_org::Communication Research,worked_at,Claudia Drusa,Communication Research
prof::Claudia Drusa,ent::corporate_org::Ecoa,worked_at,Claudia Drusa,Ecoa
prof::Claudia Drusa,ent::corporate_org::Jen,worked_at,Claudia Drusa,Jen
prof::Claudia Drusa,ent::corporate_org::Madrid,worked_at,Claudia Drusa,Madrid
prof::Claudia Drusa,ent::corporate_org::Mazedonia De,worked_at,Claudia Drusa,Mazedonia De
prof::Claudia Drusa,ent::corporate_org::Patricia U,worked_at,Claudia Drusa,Patricia U
prof::Claudia Drusa,ent::corporate_org::St,worked_at,Claudia Drusa,St
prof::Claudia Drusa,ent::academic_org::Aalto University,studied_at,Claudia Drusa,Aalto University
prof::Claudia Drusa,ent::academic_org::Ied Kunsthal,studied_at,Claudia Drusa,Ied Kunsthal
prof::Claudia Drusa,ent::academic_org::Industrial Design and Product Development Engineering,studied_at,Claudia Drusa,Industrial Design and Product Development Engineering
prof::Claudia Drusa,ent::academic_org::Na,studied_at,Claudia Drusa,Na
prof::Claudia Drusa,ent::academic_org::Tecnun University,studied_at,Claudia Drusa,Tecnun University
prof::Claudia Drusa,ent::location::##Ra,worked_in,Claudia Drusa,##Ra
prof::Claudia Drusa,ent::location::##Rica,worked_in,Claudia Drusa,##Rica
prof::Claudia Drusa,ent::location::##Rquiola St,worked_in,Claudia Drusa,##Rquiola St
prof::Claudia Drusa,ent::location::Aleg,worked_in,Claudia Drusa,Aleg
prof::Claudia Drusa,ent::location::Ba,worked_in,Claudia Drusa,Ba
prof::Claudia Drusa,ent::location::Ciszak Dalma,worked_in,Claudia Drusa,Ciszak Dalma
prof::Claudia Drusa,ent::location::Fab,worked_in,Claudia Drusa,Fab
prof::Claudia Drusa,ent::location::Milan,worked_in,Claudia Drusa,Milan
prof::Claudia Drusa,ent::location::Treviso,worked_in,Claudia Drusa,Treviso
prof::Claudia Drusa,ent::location::Vi,worked_in,Claudia Drusa,Vi
ent::location::Finland,prof::Pompeia Prisca,located_in,Finland,Pompeia Prisca
ent::location::Portugal,prof::Antonia Severa,located_in,Portugal,Antonia Severa
ent::location::Portugal,prof::Appius Flavius Drusus,located_in,Portugal,Appius Flavius Drusus
ent::location::Portugal,prof::Appius Licinius Naso,located_in,Portugal,Appius Licinius Naso
ent::location::Portugal,prof::Appius Domitius Flaccus,worked_in,Portugal,Appius Domitius Flaccus
ent::academic_org::Aalto University,prof::Pompeia Prisca,studied_at,Aalto University,Pompeia Prisca
prof::Pompeia Prisca,ent::academic_org::Carlson School Of Management,studied_at,Pompeia Prisca,Carlson School Of Management
prof::Pompeia Prisca,ent::academic_org::Fisher School Of Business,studied_at,Pompeia Prisca,Fisher School Of Business
prof::Pompeia Prisca,ent::academic_org::Hanken School Of Economics,studied_at,Pompeia Prisca,Hanken School Of Economics
prof::Pompeia Prisca,ent::academic_org::Ohio State University,studied_at,Pompeia Prisca,Ohio State University
prof::Pompeia Prisca,ent::academic_org::University Of Helsinki,studied_at,Pompeia Prisca,University Of Helsinki
prof::Pompeia Prisca,ent::academic_org::University Of Minnesota,studied_at,Pompeia Prisca,University Of Minnesota
prof::Appius Cornelius Cicero,ent::location::Africa,located_in,Appius Cornelius Cicero,Africa
prof::Appius Cornelius Cicero,ent::location::Jordan,located_in,Appius Cornelius Cicero,Jordan
prof::Appius Cornelius Cicero,ent::corporate_org::Aircom International,worked_at,Appius Cornelius Cicero,Aircom International
prof::Appius Cornelius Cicero,ent::corporate_org::Cisco Systems,worked_at,Appius Cornelius Cicero,Cisco Systems
prof::Appius Cornelius Cicero,ent::corporate_org::Service Provider Mobility,worked_at,Appius Cornelius Cicero,Service Provider Mobility
prof::Appius Cornelius Cicero,ent::academic_org::Electrical And Electronic Engineering,studied_at,Appius Cornelius Cicero,Electrical And Electronic Engineering
prof::Appius Cornelius Cicero,ent::academic_org::Integrated Information Systems and Communications,studied_at,Appius Cornelius Cicero,Integrated Information Systems and Communications
prof::Appius Cornelius Cicero,ent::academic_org::Technology And Innovation,studied_at,Appius Cornelius Cicero,Technology And Innovation Management
prof::Appius Cornelius Cicero,ent::academic_org::University Of Jordan,studied_at,Appius Cornelius Cicero,University Of Jordan
prof::Appius Cornelius Cicero,ent::academic_org::University Of Leeds,studied_at,Appius Cornelius Cicero,University Of Leeds
prof::Appius Cornelius Cicero,ent::location::Uae,worked_in,Appius Cornelius Cicero,Uae
prof::Appius Cornelius Cicero,ent::location::Findme,worked_in,Appius Cornelius Cicero,Findme
ent::location::Africa,prof::Appius Horatius Flaccus,located_in,Africa,Appius Horatius Flaccus
ent::location::Africa,prof::Appius Domitius Flaccus,worked_in,Africa,Appius Domitius Flaccus
prof::Antonia Severa,ent::location::California,located_in,Antonia Severa,California
prof::Antonia Severa,ent::location::U. S.,located_in,Antonia Severa,U. S.
prof::Appius Cornelius Lepidus,ent::location::##Zmir,located_in,Appius Cornelius Lepidus,##Zmir
prof::Appius Cornelius Lepidus,ent::location::I,located_in,Appius Cornelius Lepidus,I
prof::Appius Cornelius Lepidus,ent::location::Turkey,located_in,Appius Cornelius Lepidus,Turkey
prof::Appius Cornelius Lepidus,ent::corporate_org::Research And Development,worked_at,Appius Cornelius Lepidus,Research And Development
prof::Appius Cornelius Lepidus,ent::academic_org::A,studied_at,Appius Cornelius Lepidus,A
prof::Appius Cornelius Lepidus,ent::academic_org::B. S. Engineering,studied_at,Appius Cornelius Lepidus,B. S. Engineering
prof::Appius Cornelius Lepidus,ent::academic_org::Carlos Iii University,studied_at,Appius Cornelius Lepidus,University Carlos Iii
prof::Appius Cornelius Lepidus,ent::academic_org::History,studied_at,Appius Cornelius Lepidus,History
prof::Appius Cornelius Lepidus,ent::academic_org::Operations,studied_at,Appius Cornelius Lepidus,Operations
prof::Appius Cornelius Lepidus,ent::academic_org::Tufts University,studied_at,Appius Cornelius Lepidus,Tufts University
prof::Appius Cornelius Lepidus,ent::academic_org::Universidad Alfonso X,studied_at,Appius Cornelius Lepidus,Universidad Alfonso X
prof::Appius Cornelius Lepidus,ent::location::Alca,worked_in,Appius Cornelius Lepidus,Alca
ent::location::I,prof::Appius Julius Naso,located_in,I,Appius Julius Naso
ent::academic_org::Carlos Iii University,prof::Antonia Drusa,studied_at,University Carlos Iii,Antonia Drusa
prof::Appius Cornelius Sulla,ent::location::##És,located_in,Appius Cornelius Sulla,##És
prof::Appius Domitius Brutus,ent::location::Cambodia,located_in,Appius Domitius Brutus,Cambodia
prof::Appius Domitius Brutus,ent::location::Ireland,located_in,Appius Domitius Brutus,Ireland
prof::Appius Domitius Brutus,ent::location::New York,located_in,Appius Domitius Brutus,New York
prof::Appius Domitius Brutus,ent::location::San Francisco State U,located_in,Appius Domitius Brutus,San Francisco State U
prof::Appius Domitius Brutus,ent::location::South India,located_in,Appius Domitius Brutus,South India
prof::Appius Domitius Brutus,ent::corporate_org::Access To Education,worked_at,Appius Domitius Brutus,Access To Education
prof::Appius Domitius Brutus,ent::corporate_org::Asia Debt Management Foundation,worked_at,Appius Domitius Brutus,Asia Debt Management Foundation
prof::Appius Domitius Brutus,ent::corporate_org::Global University Systems,worked_at,Appius Domitius Brutus,Global University Systems
prof::Appius Domitius Brutus,ent::corporate_org::Higher Education Partners,worked_at,Appius Domitius Brutus,Higher Education Partners
prof::Appius Domitius Brutus,ent::corporate_org::Ilo,worked_at,Appius Domitius Brutus,Ilo
prof::Appius Domitius Brutus,ent::corporate_org::Impact Hub,worked_at,Appius Domitius Brutus,Impact Hub
prof::Appius Domitius Brutus,ent::corporate_org::Impact Hub Network,worked_at,Appius Domitius Brutus,Impact Hub Network
prof::Appius Domitius Brutus,ent::corporate_org::Undp,worked_at,Appius Domitius Brutus,Undp
prof::Appius Domitius Brutus,ent::corporate_org::Unesco,worked_at,Appius Domitius Brutus,Unesco
prof::Appius Domitius Brutus,ent::corporate_org::Up,worked_at,Appius Domitius Brutus,Up
prof::Appius Domitius Brutus,ent::academic_org::##Iversità Cattolica,studied_at,Appius Domitius Brutus,##Iversità Cattolica
prof::Appius Domitius Brutus,ent::academic_org::Thinking,studied_at,Appius Domitius Brutus,Thinking
prof::Appius Domitius Brutus,ent::academic_org::Trinity College Dublin,studied_at,Appius Domitius Brutus,Trinity College Dublin
prof::Appius Domitius Brutus,ent::academic_degree::Global Executive Mba,has_degree,Appius Domitius Brutus,Global Executive Mba
prof::Appius Domitius Brutus,ent::location::Global,worked_in,Appius Domitius Brutus,Global
prof::Appius Domitius Brutus,ent::location::Phnom Penh,worked_in,Appius Domitius Brutus,Phnom Penh
ent::location::New York,prof::Appius Fabius Drusus,located_in,New York,Appius Fabius Drusus
prof::Appius Domitius Crassus,ent::location::Ed,located_in,Appius Domitius Crassus,Ed
prof::Appius Domitius Crassus,ent::location::Meca,located_in,Appius Domitius Crassus,Meca
prof::Appius Domitius Crassus,ent::location::Medina,located_in,Appius Domitius Crassus,Medina
prof::Appius Domitius Crassus,ent::location::Saudi Arabia,located_in,Appius Domitius Crassus,Saudi Arabia
prof::Appius Domitius Crassus,ent::academic_org::Editorial Bosch,studied_at,Appius Domitius Crassus,Editorial Bosch
prof::Appius Domitius Crassus,ent::academic_org::Fin,studied_at,Appius Domitius Crassus,Fin
prof::Appius Domitius Crassus,ent::academic_org::Ie Law School,studied_at,Appius Domitius Crassus,Ie Law School
prof::Appius Domitius Crassus,ent::academic_org::Operaciones Mercantiles y Productos de Inversión en los Me,studied_at,Appius Domitius Crassus,Operaciones Mercantiles y Productos de Inversión en los Me
prof::Appius Domitius Crassus,ent::academic_org::University Of Granada Publications,studied_at,Appius Domitius Crassus,University Of Granada Publications
ent::location::Saudi Arabia,prof::Appius Fabius Drusus,located_in,Saudi Arabia,Appius Fabius Drusus
ent::academic_org::Ie Law School,prof::Appius Julius Crassus,studied_at,Ie Law School,Appius Julius Crassus
ent::academic_org::Ie Law School,prof::Appius Licinius Scipio,studied_at,Ie Law School,Appius Licinius Scipio
prof::Appius Domitius Flaccus,ent::corporate_org::##Ccent,worked_at,Appius Domitius Flaccus,##Ccent
prof::Appius Domitius Flaccus,ent::corporate_org::##Ure & Andersen Consulting,worked_at,Appius Domitius Flaccus,##Ure & Andersen Consulting
prof::Appius Domitius Flaccus,ent::corporate_org::A,worked_at,Appius Domitius Flaccus,A
prof::Appius Domitius Flaccus,ent::corporate_org::Alanka Capital,worked_at,Appius Domitius Flaccus,Alanka Capital
prof::Appius Domitius Flaccus,ent::corporate_org::Banca March,worked_at,Appius Domitius Flaccus,Banca March
prof::Appius Domitius Flaccus,ent::corporate_org::El Corte Inglés Group,worked_at,Appius Domitius Flaccus,El Corte Inglés Group
prof::Appius Domitius Flaccus,ent::corporate_org::Management Consulting,worked_at,Appius Domitius Flaccus,Management Consulting
prof::Appius Domitius Flaccus,ent::corporate_org::Spaila,worked_at,Appius Domitius Flaccus,Spaila
prof::Appius Domitius Flaccus,ent::academic_org::Esade,studied_at,Appius Domitius Flaccus,Esade
prof::Appius Domitius Flaccus,ent::academic_org::Institute Of Directors,studied_at,Appius Domitius Flaccus,Singapore Institute Of Directors
prof::Appius Domitius Flaccus,ent::academic_org::London School of Economics and Political Science,studied_at,Appius Domitius Flaccus,London School of Economics and Political Science
prof::Appius Domitius Flaccus,ent::academic_org::Lse,studied_at,Appius Domitius Flaccus,Lse
prof::Appius Domitius Flaccus,ent::academic_org::Pdd,studied_at,Appius Domitius Flaccus,Pdd
prof::Appius Domitius Flaccus,ent::academic_org::Strategic Management,studied_at,Appius Domitius Flaccus,Strategic Management
prof::Appius Domitius Flaccus,ent::academic_org::Universidad Comercial De Deusto,studied_at,Appius Domitius Flaccus,Universidad Comercial De Deusto
prof::Appius Domitius Flaccus,ent::location::Israel,worked_in,Appius Domitius Flaccus,Israel
prof::Appius Domitius Flaccus,ent::location::Latin America,worked_in,Appius Domitius Flaccus,Latin America
ent::corporate_org::A,prof::Appius Fabius Crassus,worked_at,A,Appius Fabius Crassus
ent::corporate_org::A,prof::Flavia Nasa,worked_at,A,Flavia Nasa
ent::academic_org::Institute Of Directors,prof::Appius Licinius Cicero,studied_at,Singapore Institute Of Directors,Appius Licinius Cicero
prof::Appius Fabius Crassus,ent::location::Business,located_in,Appius Fabius Crassus,Business
prof::Appius Fabius Crassus,ent::location::City Of,located_in,Appius Fabius Crassus,City Of
prof::Appius Fabius Crassus,ent::location::Seville,located_in,Appius Fabius Crassus,Seville
prof::Appius Fabius Crassus,ent::corporate_org::##Ajasol Inversiones De Capital Scr,worked_at,Appius Fabius Crassus,##Ajasol Inversiones De Capital Scr
prof::Appius Fabius Crassus,ent::corporate_org::##Ca Cívica,worked_at,Appius Fabius Crassus,##Ca Cívica
prof::Appius Fabius Crassus,ent::corporate_org::##Gua Y Gestión,worked_at,Appius Fabius Crassus,##Gua Y Gestión
prof::Appius Fabius Crassus,ent::corporate_org::##Villa Urban Planning Office,worked_at,Appius Fabius Crassus,##Villa Urban Planning Office
prof::Appius Fabius Crassus,ent::corporate_org::##cuela Superior de Hostelería de Sevilla,worked_at,Appius Fabius Crassus,##cuela Superior de Hostelería de Sevilla
prof::Appius Fabius Crassus,ent::corporate_org::Alestis Aerospace,worked_at,Appius Fabius Crassus,Alestis Aerospace
prof::Appius Fabius Crassus,ent::corporate_org::Aparcamientos Urbanos De Sevilla,worked_at,Appius Fabius Crassus,Aparcamientos Urbanos De Sevilla
prof::Appius Fabius Crassus,ent::corporate_org::Arte Información Y Gestión,worked_at,Appius Fabius Crassus,Arte Información Y Gestión
prof::Appius Fabius Crassus,ent::corporate_org::At4 Wireless,worked_at,Appius Fabius Crassus,At4 Wireless
prof::Appius Fabius Crassus,ent::corporate_org::Ban,worked_at,Appius Fabius Crassus,Ban
prof::Appius Fabius Crassus,ent::corporate_org::Cajasol,worked_at,Appius Fabius Crassus,Cajasol
prof::Appius Fabius Crassus,ent::corporate_org::Corporación Empresarial Cajasol,worked_at,Appius Fabius Crassus,Corporación Empresarial Cajasol
prof::Appius Fabius Crassus,ent::corporate_org::Es,worked_at,Appius Fabius Crassus,Es
prof::Appius Fabius Crassus,ent::corporate_org::Infodesa,worked_at,Appius Fabius Crassus,Infodesa
prof::Appius Fabius Crassus,ent::corporate_org::Isolux Corsán Concesiones,worked_at,Appius Fabius Crassus,Isolux Corsán Concesiones
prof::Appius Fabius Crassus,ent::corporate_org::Isolux Wat Ingeniería,worked_at,Appius Fabius Crassus,Isolux Wat Ingeniería
prof::Appius Fabius Crassus,ent::corporate_org::J. García Carrión,worked_at,Appius Fabius Crassus,J. García Carrión
prof::Appius Fabius Crassus,ent::corporate_org::Mercapital,worked_at,Appius Fabius Crassus,Mercapital
prof::Appius Fabius Crassus,ent::corporate_org::Persán,worked_at,Appius Fabius Crassus,Persán
prof::Appius Fabius Crassus,ent::corporate_org::Red De Banda Ancha Andalucía,worked_at,Appius Fabius Crassus,Red De Banda Ancha Andalucía
prof::Appius Fabius Crassus,ent::corporate_org::Sadiel,worked_at,Appius Fabius Crassus,Sadiel
prof::Appius Fabius Crassus,ent::corporate_org::Sagane,worked_at,Appius Fabius Crassus,Sagane
prof::Appius Fabius Crassus,ent::corporate_org::Se,worked_at,Appius Fabius Crassus,Se
prof::Appius Fabius Crassus,ent::corporate_org::Sevilla Seed Capital,worked_at,Appius Fabius Crassus,Sevilla Seed Capital
prof::Appius Fabius Crassus,ent::corporate_org::Tubespa,worked_at,Appius Fabius Crassus,Tubespa
prof::Appius Fabius Crassus,ent::academic_org::Imba,studied_at,Appius Fabius Crassus,Imba
