source,target,relation,source_label,target_label
prof::Appius Fabius Crassus,ent::academic_org::Instituto de Estudios Jurídicos y Empresariales de Sevilla,studied_at,Appius Fabius Crassus,Instituto de Estudios Jurídicos y Empresariales de Sevilla
prof::Appius Fabius Crassus,ent::academic_org::Programa Superior de Financiaciones Estructuradas y Capital Riesgo,studied_at,Appius Fabius Crassus,Programa Superior de Financiaciones Estructuradas y Capital Riesgo
prof::Appius Fabius Crassus,ent::academic_org::Universidad De Sevilla,studied_at,Appius Fabius Crassus,Universidad De Sevilla
prof::Appius Fabius Crassus,ent::course::Global Mba,teaches_course,Appius Fabius Crassus,Global Mba
prof::Appius Fabius Drusus,ent::location::Brazil,located_in,Appius Fabius Drusus,Brazil
prof::Appius Fabius Drusus,ent::location::De Janeiro,located_in,Appius Fabius Drusus,De Janeiro
prof::Appius Fabius Drusus,ent::location::Peru,located_in,Appius Fabius Drusus,Peru
prof::Appius Fabius Drusus,ent::academic_org::##A Pontifical University,studied_at,Appius Fabius Drusus,##A Pontifical University
prof::Appius Fabius Drusus,ent::academic_org::##Cnológico De Monterrey,studied_at,Appius Fabius Drusus,##Cnológico De Monterrey
prof::Appius Fabius Drusus,ent::academic_org::##Mill,studied_at,Appius Fabius Drusus,##Mill
prof::Appius Fabius Drusus,ent::academic_org::##Ovad Executive Education,studied_at,Appius Fabius Drusus,##Ovad Executive Education
prof::Appius Fabius Drusus,ent::academic_org::Co,studied_at,Appius Fabius Drusus,Co
prof::Appius Fabius Drusus,ent::academic_org::Deusto University,studied_at,Appius Fabius Drusus,Deusto University
prof::Appius Fabius Drusus,ent::academic_org::Eae Business School,studied_at,Appius Fabius Drusus,Eae Business School
prof::Appius Fabius Drusus,ent::academic_org::Federal University Of Rio Grande Do Sul,studied_at,Appius Fabius Drusus,Federal University Of Rio Grande Do Sul
prof::Appius Fabius Drusus,ent::academic_org::Iit,studied_at,Appius Fabius Drusus,Iit
prof::Appius Fabius Drusus,ent::academic_org::Indian Institute Of Technology,studied_at,Appius Fabius Drusus,Indian Institute Of Technology
prof::Appius Fabius Drusus,ent::academic_org::Inn,studied_at,Appius Fabius Drusus,Inn
prof::Appius Fabius Drusus,ent::academic_org::Interactive Telecommunications,studied_at,Appius Fabius Drusus,Interactive Telecommunications
prof::Appius Fabius Drusus,ent::academic_org::Ipade,studied_at,Appius Fabius Drusus,Ipade
prof::Appius Fabius Drusus,ent::academic_org::Mba,studied_at,Appius Fabius Drusus,Mba
prof::Appius Fabius Drusus,ent::academic_org::New York University,studied_at,Appius Fabius Drusus,New York University
prof::Appius Fabius Drusus,ent::academic_org::Pontifical Catholic University Of Rio,studied_at,Appius Fabius Drusus,Pontifical Catholic University Of Rio
prof::Appius Fabius Drusus,ent::academic_org::Pontifical Javeriana University,studied_at,Appius Fabius Drusus,Pontifical Javeriana University
prof::Appius Fabius Drusus,ent::academic_org::Pontifical University Of Rio De Janeiro,studied_at,Appius Fabius Drusus,Pontifical University Of Rio De Janeiro
prof::Appius Fabius Drusus,ent::academic_org::Strategic Design,studied_at,Appius Fabius Drusus,Strategic Design
prof::Appius Fabius Drusus,ent::academic_org::Te,studied_at,Appius Fabius Drusus,Te
prof::Appius Fabius Drusus,ent::academic_org::Uc Riverside,studied_at,Appius Fabius Drusus,Uc Riverside
prof::Appius Fabius Drusus,ent::academic_org::Unisinos University,studied_at,Appius Fabius Drusus,Unisinos University
prof::Appius Fabius Drusus,ent::academic_org::Universidad Del Pacífico,studied_at,Appius Fabius Drusus,Universidad Del Pacífico
prof::Appius Fabius Drusus,ent::academic_org::Universidad Distrital Francisco Jose de Caldas,studied_at,Appius Fabius Drusus,Universidad Distrital Francisco Jose de Caldas
prof::Appius Fabius Drusus,ent::academic_org::Xseed,studied_at,Appius Fabius Drusus,Xseed
prof::Appius Fabius Drusus,ent::location::Mexico,located_in,Appius Fabius Drusus,Mexico
prof::Appius Fabius Drusus,ent::course::International,teaches_course,Appius Fabius Drusus,International Mba
ent::academic_org::Co,prof::Appius Licinius Brutus,studied_at,Co,Appius Licinius Brutus
ent::academic_org::Te,prof::Appius Julius Crassus,studied_at,Te,Appius Julius Crassus
prof::Appius Flavius Caesar,ent::location::Oxford,located_in,Appius Flavius Caesar,Oxford
prof::Appius Flavius Caesar,ent::academic_org::Altec,studied_at,Appius Flavius Caesar,Altec
prof::Appius Flavius Caesar,ent::academic_org::Alteco,studied_at,Appius Flavius Caesar,Alteco
prof::Appius Flavius Caesar,ent::academic_org::Autopista Madrid,studied_at,Appius Flavius Caesar,Autopista Madrid
prof::Appius Flavius Caesar,ent::academic_org::Bami,studied_at,Appius Flavius Caesar,Bami
prof::Appius Flavius Caesar,ent::academic_org::Eu Legis,studied_at,Appius Flavius Caesar,Eu Legis
prof::Appius Flavius Caesar,ent::academic_org::Interim,studied_at,Appius Flavius Caesar,Interim
prof::Appius Flavius Caesar,ent::academic_org::Levante,studied_at,Appius Flavius Caesar,Levante
prof::Appius Flavius Caesar,ent::academic_org::Mag Import,studied_at,Appius Flavius Caesar,Mag Import
prof::Appius Flavius Caesar,ent::academic_org::Newco,studied_at,Appius Flavius Caesar,Newco
prof::Appius Flavius Drusus,ent::location::##Id,located_in,Appius Flavius Drusus,##Id
prof::Appius Flavius Drusus,ent::location::##Ity,located_in,Appius Flavius Drusus,##Ity
prof::Appius Flavius Drusus,ent::location::##Ive,located_in,Appius Flavius Drusus,##Ive
prof::Appius Flavius Drusus,ent::location::##Iversity,located_in,Appius Flavius Drusus,##Iversity
prof::Appius Flavius Drusus,ent::location::Iii,located_in,Appius Flavius Drusus,Iii
prof::Appius Flavius Drusus,ent::location::Iii De Ma,located_in,Appius Flavius Drusus,Iii De Ma
prof::Appius Flavius Drusus,ent::location::Washington Dc,located_in,Appius Flavius Drusus,Washington Dc
prof::Appius Flavius Drusus,ent::corporate_org::Banking & Finance Department,worked_at,Appius Flavius Drusus,Banking & Finance Department
prof::Appius Flavius Drusus,ent::corporate_org::Deutsche Pfandbfriefbank Ag,worked_at,Appius Flavius Drusus,Deutsche Pfandbfriefbank Ag
prof::Appius Flavius Drusus,ent::corporate_org::Financial & Fiscal Law Unit,worked_at,Appius Flavius Drusus,Financial & Fiscal Law Unit
prof::Appius Flavius Drusus,ent::corporate_org::Gómez - Acebo & Pombo Abogados,worked_at,Appius Flavius Drusus,Gómez - Acebo & Pombo Abogados
prof::Appius Flavius Drusus,ent::corporate_org::International Monetary Fund,worked_at,Appius Flavius Drusus,International Monetary Fund
prof::Appius Flavius Drusus,ent::corporate_org::Legal Department,worked_at,Appius Flavius Drusus,Legal Department
prof::Appius Flavius Drusus,ent::academic_org::##Dr,studied_at,Appius Flavius Drusus,##Dr
prof::Appius Flavius Drusus,ent::academic_org::##Rs,studied_at,Appius Flavius Drusus,##Rs
prof::Appius Flavius Drusus,ent::academic_org::##Ts & Trust,studied_at,Appius Flavius Drusus,##Ts & Trust
prof::Appius Flavius Drusus,ent::academic_org::De Madrid,studied_at,Appius Flavius Drusus,De Madrid
prof::Appius Flavius Drusus,ent::academic_org::Financial Transactions And Regulations,studied_at,Appius Flavius Drusus,Financial Transactions And Regulations
prof::Appius Flavius Drusus,ent::academic_org::Georgetown University Law Center,studied_at,Appius Flavius Drusus,Georgetown University Law Center
prof::Appius Flavius Drusus,ent::academic_org::Ie Un,studied_at,Appius Flavius Drusus,Ie Un
prof::Appius Flavius Drusus,ent::academic_org::Tor,studied_at,Appius Flavius Drusus,Tor
prof::Appius Flavius Drusus,ent::academic_org::Universidad Carlos,studied_at,Appius Flavius Drusus,Universidad Juan Carlos
prof::Appius Flavius Drusus,ent::academic_org::Universidad Carlos Iii De Madrid,studied_at,Appius Flavius Drusus,Universidad Carlos Iii De Madrid
ent::corporate_org::Legal Department,prof::Horatia Minor,worked_at,Legal Department,Horatia Minor
ent::corporate_org::Legal Department,prof::Appius Licinius Scipio,worked_at,Legal Department,Appius Licinius Scipio
ent::academic_org::Universidad Carlos,prof::Appius Licinius Scipio,studied_at,Universidad Juan Carlos,Appius Licinius Scipio
ent::academic_org::Universidad Carlos Iii De Madrid,prof::Appius Julius Crassus,studied_at,Universidad Carlos Iii De Madrid,Appius Julius Crassus
ent::academic_org::Universidad Carlos Iii De Madrid,prof::Appius Licinius Scipio,studied_at,Universidad Carlos Iii De Madrid,Appius Licinius Scipio
prof::Appius Flavius Flaccus,ent::location::##Ión,located_in,Appius Flavius Flaccus,##Ión
prof::Appius Flavius Flaccus,ent::location::France,located_in,Appius Flavius Flaccus,France
prof::Appius Flavius Flaccus,ent::location::Mannheim,located_in,Appius Flavius Flaccus,Mannheim
prof::Appius Flavius Flaccus,ent::location::March,located_in,Appius Flavius Flaccus,March
prof::Appius Flavius Flaccus,ent::location::Valencia,located_in,Appius Flavius Flaccus,Valencia
prof::Appius Flavius Flaccus,ent::corporate_org::Big Wave Analytics,worked_at,Appius Flavius Flaccus,Big Wave Analytics
prof::Appius Flavius Flaccus,ent::academic_org::##Zes,studied_at,Appius Flavius Flaccus,##Zes
prof::Appius Flavius Flaccus,ent::academic_org::Applied Social Research and Data Analysis ”,studied_at,Appius Flavius Flaccus,Applied Social Research and Data Analysis ”
prof::Appius Flavius Flaccus,ent::academic_org::Ceacs,studied_at,Appius Flavius Flaccus,Ceacs
prof::Appius Flavius Flaccus,ent::academic_org::Centro De Investigaciones Sociológicas,studied_at,Appius Flavius Flaccus,Centro De Investigaciones Sociológicas
prof::Appius Flavius Flaccus,ent::academic_org::Cis,studied_at,Appius Flavius Flaccus,Cis
prof::Appius Flavius Flaccus,ent::academic_org::Edem Escuela De Empresarios,studied_at,Appius Flavius Flaccus,Edem Escuela De Empresarios
prof::Appius Flavius Flaccus,ent::academic_org::Esic,studied_at,Appius Flavius Flaccus,Esic
prof::Appius Flavius Flaccus,ent::academic_org::Fundac,studied_at,Appius Flavius Flaccus,Fundac
prof::Appius Flavius Flaccus,ent::academic_org::Juan,studied_at,Appius Flavius Flaccus,Juan
prof::Appius Flavius Flaccus,ent::academic_org::M,studied_at,Appius Flavius Flaccus,M
prof::Appius Flavius Flaccus,ent::academic_org::Sciences Po Bordeaux,studied_at,Appius Flavius Flaccus,Sciences Po Bordeaux
prof::Appius Flavius Flaccus,ent::academic_org::Short Stay Scientific Mission,studied_at,Appius Flavius Flaccus,Short Stay Scientific Mission
prof::Appius Flavius Flaccus,ent::academic_org::Uam,studied_at,Appius Flavius Flaccus,Uam
prof::Appius Flavius Flaccus,ent::academic_org::Uned,studied_at,Appius Flavius Flaccus,Uned
ent::location::France,prof::Horatia Pulchra,located_in,France,Horatia Pulchra
ent::location::Valencia,prof::Appius Licinius Scipio,located_in,Valencia,Appius Licinius Scipio
ent::academic_org::Uam,prof::Appius Flavius Rufus,studied_at,Uam,Appius Flavius Rufus
prof::Appius Flavius Rufus,ent::corporate_org::##Iento,worked_at,Appius Flavius Rufus,##Iento
prof::Appius Flavius Rufus,ent::corporate_org::Icmat,worked_at,Appius Flavius Rufus,Icmat
prof::Appius Flavius Rufus,ent::corporate_org::Instituto De Ingeniería Del Conoc,worked_at,Appius Flavius Rufus,Instituto De Ingeniería Del Conoc
prof::Appius Flavius Rufus,ent::corporate_org::Spanish Council For Scientific Research,worked_at,Appius Flavius Rufus,Spanish Council For Scientific Research
prof::Appius Flavius Rufus,ent::course::Python,teaches_course,Appius Flavius Rufus,Python
prof::Appius Flavius Rufus,ent::academic_org::Data Science,studied_at,Appius Flavius Rufus,Data Science
prof::Appius Flavius Rufus,ent::academic_org::Machine Learning For Business,studied_at,Appius Flavius Rufus,Machine Learning For Business
prof::Appius Flavius Rufus,ent::academic_org::Programming,studied_at,Appius Flavius Rufus,Programming
prof::Appius Flavius Rufus,ent::academic_org::R,studied_at,Appius Flavius Rufus,R
prof::Appius Flavius Rufus,ent::academic_org::Uah,studied_at,Appius Flavius Rufus,Uah
prof::Appius Flavius Rufus,ent::location::##Bi,worked_in,Appius Flavius Rufus,##Bi
prof::Appius Flavius Rufus,ent::location::##Im,worked_in,Appius Flavius Rufus,##Im
prof::Appius Flavius Rufus,ent::location::Komore,worked_in,Appius Flavius Rufus,Komore
prof::Appius Horatius Ahenobarbus,ent::corporate_org::Arthur Andersen,worked_at,Appius Horatius Ahenobarbus,Arthur Andersen
prof::Appius Horatius Ahenobarbus,ent::corporate_org::Deloitte,worked_at,Appius Horatius Ahenobarbus,Deloitte
prof::Appius Horatius Ahenobarbus,ent::corporate_org::M & A Corporate Finance,worked_at,Appius Horatius Ahenobarbus,M & A Corporate Finance
prof::Appius Horatius Ahenobarbus,ent::corporate_org::Real Estate,worked_at,Appius Horatius Ahenobarbus,Real Estate
prof::Appius Horatius Ahenobarbus,ent::course::Catalan,teaches_course,Appius Horatius Ahenobarbus,Catalan
prof::Appius Horatius Ahenobarbus,ent::course::English,teaches_course,Appius Horatius Ahenobarbus,English
prof::Appius Horatius Ahenobarbus,ent::course::French,teaches_course,Appius Horatius Ahenobarbus,French
prof::Appius Horatius Ahenobarbus,ent::course::Real Estate Conference,teaches_course,Appius Horatius Ahenobarbus,Real Estate Conference
prof::Appius Horatius Ahenobarbus,ent::course::Spanish,teaches_course,Appius Horatius Ahenobarbus,Spanish
prof::Appius Horatius Ahenobarbus,ent::academic_org::Bmp,studied_at,Appius Horatius Ahenobarbus,Bmp
prof::Appius Horatius Ahenobarbus,ent::academic_org::Deloitte University,studied_at,Appius Horatius Ahenobarbus,Deloitte University
prof::Appius Horatius Ahenobarbus,ent::academic_org::Gri,studied_at,Appius Horatius Ahenobarbus,Gri
prof::Appius Horatius Ahenobarbus,ent::academic_org::Harvard Extension Program,studied_at,Appius Horatius Ahenobarbus,Harvard Extension Program
prof::Appius Horatius Ahenobarbus,ent::academic_org::Initiatives,studied_at,Appius Horatius Ahenobarbus,Initiatives
prof::Appius Horatius Ahenobarbus,ent::academic_org::Mric,studied_at,Appius Horatius Ahenobarbus,Mric
prof::Appius Horatius Ahenobarbus,ent::academic_org::Property Finance And Investments,studied_at,Appius Horatius Ahenobarbus,Property Finance And Investments
prof::Appius Horatius Ahenobarbus,ent::academic_org::Ramon Llull University,studied_at,Appius Horatius Ahenobarbus,Ramon Llull University
prof::Appius Horatius Ahenobarbus,ent::academic_org::Real Estate Development,studied_at,Appius Horatius Ahenobarbus,Real Estate Development
prof::Appius Horatius Ahenobarbus,ent::academic_org::Real Estate Investments,studied_at,Appius Horatius Ahenobarbus,Real Estate Investments
prof::Appius Horatius Ahenobarbus,ent::academic_org::Ucsd,studied_at,Appius Horatius Ahenobarbus,Ucsd
prof::Appius Horatius Ahenobarbus,ent::academic_org::Uli,studied_at,Appius Horatius Ahenobarbus,Uli
prof::Appius Horatius Ahenobarbus,ent::location::Barcelona,located_in,Appius Horatius Ahenobarbus,Barcelona
ent::course::Spanish,prof::Horatia Pulchra,teaches_course,Spanish,Horatia Pulchra
prof::Flavia Nasa,ent::location::##Go,located_in,Flavia Nasa,##Go
prof::Flavia Nasa,ent::location::##Via,located_in,Flavia Nasa,##Via
prof::Flavia Nasa,ent::location::Asia,located_in,Flavia Nasa,Asia
prof::Flavia Nasa,ent::location::Nepal,located_in,Flavia Nasa,Nepal
prof::Flavia Nasa,ent::location::Se,located_in,Flavia Nasa,Se
prof::Flavia Nasa,ent::academic_org::Engineering,studied_at,Flavia Nasa,Engineering
prof::Flavia Nasa,ent::academic_org::Structural Engineering,studied_at,Flavia Nasa,Structural Engineering
prof::Flavia Nasa,ent::academic_org::Sustainable Heritage,studied_at,Flavia Nasa,Sustainable Heritage
prof::Flavia Nasa,ent::academic_org::UCL The Bartlett ’ s Institute for Sustainable Heritage,studied_at,Flavia Nasa,UCL The Bartlett ’ s Institute for Sustainable Heritage
prof::Flavia Nasa,ent::corporate_org::##Rup,worked_at,Flavia Nasa,##Rup
prof::Flavia Nasa,ent::corporate_org::Asf,worked_at,Flavia Nasa,Asf
prof::Flavia Nasa,ent::corporate_org::Ecosistema Urbano,worked_at,Flavia Nasa,Ecosistema Urbano
prof::Flavia Nasa,ent::corporate_org::Mecanismo Diseño y Cálculo de Estructuras,worked_at,Flavia Nasa,Mecanismo Diseño y Cálculo de Estructuras
prof::Flavia Nasa,ent::academic_org::Universidad Politécnica,studied_at,Flavia Nasa,Universidad Politécnica De Madrid
prof::Flavia Nasa,ent::academic_org::Cambridge University,studied_at,Flavia Nasa,University Of Cambridge
ent::location::Asia,prof::Appius Licinius Brutus,located_in,Asia,Appius Licinius Brutus
ent::location::Se,prof::Appius Julius Crassus,located_in,Se,Appius Julius Crassus
prof::Horatia Minor,ent::corporate_org::##Xam,worked_at,Horatia Minor,##Xam
prof::Horatia Minor,ent::corporate_org::Labor Area,worked_at,Horatia Minor,Labor Area
prof::Horatia Minor,ent::corporate_org::Labor Relations,worked_at,Horatia Minor,Labor Relations
prof::Horatia Minor,ent::academic_org::##Os,studied_at,Horatia Minor,##Os
prof::Horatia Minor,ent::academic_org::Centro De Est,studied_at,Horatia Minor,Centro De Est
prof::Horatia Minor,ent::academic_org::H,studied_at,Horatia Minor,H
prof::Horatia Minor,ent::academic_org::Hr Management,studied_at,Horatia Minor,Hr Management
prof::Horatia Minor,ent::academic_org::Law University Of,studied_at,Horatia Minor,Law University Of
prof::Horatia Minor,ent::location::##Udi,located_in,Horatia Minor,##Udi
prof::Horatia Minor,ent::location::##Udios Garrigues,located_in,Horatia Minor,##Udios Garrigues
prof::Horatia Minor,ent::location::Garrigues,located_in,Horatia Minor,Garrigues
prof::Horatia Minor,ent::location::Granada,located_in,Horatia Minor,Granada
prof::Horatia Minor,ent::location::##Odafon,worked_in,Horatia Minor,##Odafon
prof::Horatia Minor,ent::location::Abogados,worked_in,Horatia Minor,Abogados
prof::Horatia Minor,ent::location::Amazon,worked_in,Horatia Minor,Amazon
prof::Horatia Minor,ent::location::Ga,worked_in,Horatia Minor,Ga
prof::Horatia Minor,ent::location::Ma,worked_in,Horatia Minor,Ma
prof::Horatia Minor,ent::location::V,worked_in,Horatia Minor,V
prof::Appius Horatius Brutus,ent::corporate_org::Accenture,worked_at,Appius Horatius Brutus,Accenture
prof::Appius Horatius Brutus,ent::corporate_org::Galeo Tech,worked_at,Appius Horatius Brutus,Galeo Tech
prof::Appius Horatius Brutus,ent::corporate_org::Izertis,worked_at,Appius Horatius Brutus,Izertis
prof::Appius Horatius Brutus,ent::corporate_org::R & D Department,worked_at,Appius Horatius Brutus,R & D Department
prof::Appius Horatius Brutus,ent::academic_org::Cloud Computing,studied_at,Appius Horatius Brutus,Cloud Computing
prof::Appius Horatius Brutus,ent::academic_org::Evalu,studied_at,Appius Horatius Brutus,Evalu
prof::Appius Horatius Brutus,ent::academic_org::Iot,studied_at,Appius Horatius Brutus,Iot
prof::Appius Horatius Brutus,ent::academic_org::Red,studied_at,Appius Horatius Brutus,Red
prof::Appius Horatius Brutus,ent::academic_org::Universidad Francisco De Vitoria,studied_at,Appius Horatius Brutus,Universidad Francisco De Vitoria
prof::Appius Horatius Brutus,ent::location::Envira,worked_in,Appius Horatius Brutus,Envira
ent::academic_org::Cloud Computing,prof::Appius Julius Crassus,studied_at,Cloud Computing,Appius Julius Crassus
prof::Appius Horatius Drusus,ent::corporate_org::##Erifone,worked_at,Appius Horatius Drusus,##Erifone
prof::Appius Horatius Drusus,ent::corporate_org::& Design,worked_at,Appius Horatius Drusus,& Design
prof::Appius Horatius Drusus,ent::corporate_org::Gtd Science Infrastructures & Robotics,worked_at,Appius Horatius Drusus,Gtd Science Infrastructures & Robotics
prof::Appius Horatius Drusus,ent::corporate_org::Gtd Sistemas De Información,worked_at,Appius Horatius Drusus,Gtd Sistemas De Información
prof::Appius Horatius Drusus,ent::corporate_org::Hhb Communications,worked_at,Appius Horatius Drusus,Hhb Communications
prof::Appius Horatius Drusus,ent::corporate_org::R &,worked_at,Appius Horatius Drusus,R &
prof::Appius Horatius Drusus,ent::corporate_org::Sepsa,worked_at,Appius Horatius Drusus,Sepsa
prof::Appius Horatius Drusus,ent::corporate_org::V,worked_at,Appius Horatius Drusus,V
prof::Appius Horatius Drusus,ent::academic_org::##P,studied_at,Appius Horatius Drusus,##P
prof::Appius Horatius Drusus,ent::academic_org::Meng Satellite Technology,studied_at,Appius Horatius Drusus,Meng Satellite Technology
prof::Appius Horatius Drusus,ent::academic_org::Msc Electronics,studied_at,Appius Horatius Drusus,Msc Electronics
prof::Appius Horatius Drusus,"ent::academic_org::Technology, Innovation And En",studied_at,Appius Horatius Drusus,"Technology, Innovation And En"
prof::Appius Horatius Drusus,ent::academic_org::Universidad Complutense,studied_at,Appius Horatius Drusus,Universidad Complutense De Madrid
prof::Appius Horatius Drusus,ent::academic_org::Universidad Politécnica,studied_at,Appius Horatius Drusus,Universidad Politécnica De Madrid
prof::Appius Horatius Drusus,ent::location::Rey Juan Carlos,located_in,Appius Horatius Drusus,Rey Juan Carlos
prof::Appius Horatius Drusus,ent::location::Barbara,worked_in,Appius Horatius Drusus,Barbara
ent::corporate_org::V,prof::Appius Licinius Scipio,worked_at,V,Appius Licinius Scipio
ent::academic_org::##P,prof::Appius Horatius Severus,studied_at,##P,Appius Horatius Severus
ent::academic_org::Universidad Complutense,prof::Appius Julius Crassus,studied_at,Universidad Complutense De Madrid,Appius Julius Crassus
ent::academic_org::Universidad Politécnica,prof::Appius Horatius Flaccus,studied_at,Universidad Politécnica De Madrid,Appius Horatius Flaccus
ent::academic_org::Universidad Politécnica,prof::Appius Julius Paullus,studied_at,Universidad Politécnica De Madrid,Appius Julius Paullus
ent::academic_org::Universidad Politécnica,prof::Appius Licinius Brutus,studied_at,Universidad Politécnica De Madrid,Appius Licinius Brutus
prof::Appius Horatius Flaccus,ent::location::South Europe,located_in,Appius Horatius Flaccus,South Europe
prof::Appius Horatius Flaccus,ent::corporate_org::##Pier,worked_at,Appius Horatius Flaccus,##Pier
prof::Appius Horatius Flaccus,ent::corporate_org::Hipoges Iberia,worked_at,Appius Horatius Flaccus,Hipoges Iberia
prof::Appius Horatius Flaccus,ent::corporate_org::Iberia Development,worked_at,Appius Horatius Flaccus,Iberia Development
prof::Appius Horatius Flaccus,ent::corporate_org::In,worked_at,Appius Horatius Flaccus,In
prof::Appius Horatius Flaccus,ent::corporate_org::Isg Plc,worked_at,Appius Horatius Flaccus,Isg Plc
prof::Appius Horatius Flaccus,ent::corporate_org::Siemens Gamesa,worked_at,Appius Horatius Flaccus,Siemens Gamesa
prof::Appius Horatius Flaccus,ent::academic_org::Ieb,studied_at,Appius Horatius Flaccus,Ieb
prof::Appius Horatius Flaccus,ent::academic_org::M & A Finance,studied_at,Appius Horatius Flaccus,M & A Finance
prof::Appius Horatius Flaccus,ent::academic_org::Of Architecture And Desing,studied_at,Appius Horatius Flaccus,Of Architecture And Desing
prof::Appius Horatius Flaccus,ent::location::##Dra,worked_in,Appius Horatius Flaccus,##Dra
prof::Appius Horatius Flaccus,ent::location::##Re,worked_in,Appius Horatius Flaccus,##Re
prof::Appius Horatius Flaccus,ent::location::Kle,worked_in,Appius Horatius Flaccus,Kle
prof::Appius Horatius Naso,ent::location::Central America,located_in,Appius Horatius Naso,Central America
prof::Appius Horatius Naso,ent::location::Del Valle,located_in,Appius Horatius Naso,Del Valle
prof::Appius Horatius Naso,ent::location::Guatemala,located_in,Appius Horatius Naso,Guatemala
prof::Appius Horatius Naso,ent::location::Ica,located_in,Appius Horatius Naso,Ica
prof::Appius Horatius Naso,ent::corporate_org::##Na,worked_at,Appius Horatius Naso,##Na
prof::Appius Horatius Naso,ent::corporate_org::##Stenibilidad,worked_at,Appius Horatius Naso,##Stenibilidad
prof::Appius Horatius Naso,ent::corporate_org::##Uran Habitat,worked_at,Appius Horatius Naso,##Uran Habitat
prof::Appius Horatius Naso,ent::corporate_org::##´Or,worked_at,Appius Horatius Naso,##´Or
prof::Appius Horatius Naso,ent::corporate_org::B,worked_at,Appius Horatius Naso,B
prof::Appius Horatius Naso,ent::corporate_org::En,worked_at,Appius Horatius Naso,En
prof::Appius Horatius Naso,ent::corporate_org::Protea Renovables,worked_at,Appius Horatius Naso,Protea Renovables
prof::Appius Horatius Naso,ent::corporate_org::Vinci Energies Spain,worked_at,Appius Horatius Naso,Vinci Energies Spain
prof::Appius Horatius Naso,ent::academic_org::##Bility,studied_at,Appius Horatius Naso,##Bility
prof::Appius Horatius Naso,ent::academic_org::##De,studied_at,Appius Horatius Naso,##De
prof::Appius Horatius Naso,ent::academic_org::& Business,studied_at,Appius Horatius Naso,& Business
prof::Appius Horatius Naso,ent::academic_org::Francisco De Vitoria University,studied_at,Appius Horatius Naso,Francisco De Vitoria University
prof::Appius Horatius Naso,ent::academic_org::Mit,studied_at,Appius Horatius Naso,Mit
prof::Appius Horatius Naso,ent::academic_org::Su,studied_at,Appius Horatius Naso,Su
prof::Appius Horatius Naso,ent::academic_org::Tools,studied_at,Appius Horatius Naso,Tools
prof::Appius Horatius Naso,ent::course::Technology,teaches_course,Appius Horatius Naso,Technology
prof::Appius Horatius Naso,ent::location::Lata,worked_in,Appius Horatius Naso,Lata
ent::academic_org::Su,prof::Appius Licinius Cicero,studied_at,Su,Appius Licinius Cicero
prof::Appius Horatius Paullus,ent::location::##Turias,located_in,Appius Horatius Paullus,##Turias
prof::Appius Horatius Paullus,ent::location::##Vied,located_in,Appius Horatius Paullus,##Vied
prof::Appius Horatius Paullus,ent::location::As,located_in,Appius Horatius Paullus,As
prof::Appius Horatius Paullus,ent::location::Ie,located_in,Appius Horatius Paullus,Ie
prof::Appius Horatius Paullus,ent::corporate_org::Network,worked_at,Appius Horatius Paullus,Network
prof::Appius Horatius Paullus,ent::corporate_org::Platform,worked_at,Appius Horatius Paullus,Platform
prof::Appius Horatius Paullus,ent::course::Optics In Networking,teaches_course,Appius Horatius Paullus,Optics In Networking
prof::Appius Horatius Paullus,ent::academic_org::##O University,studied_at,Appius Horatius Paullus,##O University
prof::Appius Horatius Paullus,ent::academic_org::Distributed Computing And Networking,studied_at,Appius Horatius Paullus,Distributed Computing And Networking
prof::Appius Horatius Paullus,ent::academic_org::Oviedo University,studied_at,Appius Horatius Paullus,Oviedo University
prof::Appius Horatius Paullus,ent::academic_org::Telefónica,studied_at,Appius Horatius Paullus,Telefónica
prof::Appius Horatius Paullus,ent::academic_degree::Mba,has_degree,Appius Horatius Paullus,Mba
ent::location::As,prof::Appius Licinius Cicero,located_in,As,Appius Licinius Cicero
ent::academic_degree::Mba,prof::Appius Licinius Cicero,has_degree,Mba,Appius Licinius Cicero
prof::Appius Horatius Severus,ent::location::Card,located_in,Appius Horatius Severus,Card
prof::Appius Horatius Severus,ent::location::Puerta De Hierro University Hospital,located_in,Appius Horatius Severus,Puerta De Hierro University Hospital
prof::Appius Horatius Severus,ent::corporate_org::Forensic and Security Sciences Institute,worked_at,Appius Horatius Severus,Forensic and Security Sciences Institute
prof::Appius Horatius Severus,ent::corporate_org::Uam,worked_at,Appius Horatius Severus,Uam
prof::Appius Horatius Severus,ent::academic_org::##Urs,studied_at,Appius Horatius Severus,##Urs
prof::Appius Horatius Severus,ent::academic_org::Behavioral And Health Sciences,studied_at,Appius Horatius Severus,Behavioral And Health Sciences
prof::Appius Horatius Severus,ent::academic_org::Escuela De Organización Industrial,studied_at,Appius Horatius Severus,Escuela De Organización Industrial
prof::Appius Horatius Severus,ent::academic_org::Structures,studied_at,Appius Horatius Severus,Structures
prof::Appius Horatius Severus,ent::course::##Ith,teaches_course,Appius Horatius Severus,##Ith
prof::Appius Horatius Sulla,ent::corporate_org::Altran Group,worked_at,Appius Horatius Sulla,Altran Group
prof::Appius Horatius Sulla,ent::corporate_org::Daemon Quest,worked_at,Appius Horatius Sulla,Daemon Quest
